date_str,sp500,djia,date_ex1,date_ex2,date_ex3
8/10/2020,3360.47,27791.44,August 10 2020,"Monday, 2020-08-10",10-Aug-20
8/11/2020,3333.69,27686.91,August 11 2020,"Tuesday, 2020-08-11",11-Aug-20
8/12/2020,3380.35,27976.84,August 12 2020,"Wednesday, 2020-08-12",12-Aug-20
8/13/2020,3373.43,27896.72,August 13 2020,"Thursday, 2020-08-13",13-Aug-20
8/14/2020,3372.85,27931.02,August 14 2020,"Friday, 2020-08-14",14-Aug-20
8/17/2020,3381.99,27844.91,August 17 2020,"Monday, 2020-08-17",17-Aug-20
8/18/2020,3389.78,27778.07,August 18 2020,"Tuesday, 2020-08-18",18-Aug-20
8/19/2020,3374.85,27692.88,August 19 2020,"Wednesday, 2020-08-19",19-Aug-20
8/20/2020,3385.51,27739.73,August 20 2020,"Thursday, 2020-08-20",20-Aug-20
8/21/2020,3397.16,27930.33,August 21 2020,"Friday, 2020-08-21",21-Aug-20
8/24/2020,3431.28,28308.46,August 24 2020,"Monday, 2020-08-24",24-Aug-20
8/25/2020,3443.62,28248.44,August 25 2020,"Tuesday, 2020-08-25",25-Aug-20
8/26/2020,3478.73,28331.92,August 26 2020,"Wednesday, 2020-08-26",26-Aug-20
8/27/2020,3484.55,28492.27,August 27 2020,"Thursday, 2020-08-27",27-Aug-20
8/28/2020,3508.01,28653.87,August 28 2020,"Friday, 2020-08-28",28-Aug-20
8/31/2020,3500.31,28430.05,August 31 2020,"Monday, 2020-08-31",31-Aug-20
9/1/2020,3526.65,28645.66,September 01 2020,"Tuesday, 2020-09-01",1-Sep-20
9/2/2020,3580.84,29100.5,September 02 2020,"Wednesday, 2020-09-02",2-Sep-20
9/3/2020,3455.06,28292.73,September 03 2020,"Thursday, 2020-09-03",3-Sep-20
9/4/2020,3426.96,28133.31,September 04 2020,"Friday, 2020-09-04",4-Sep-20
9/7/2020,,,September 07 2020,"Monday, 2020-09-07",7-Sep-20
9/8/2020,3331.84,27500.89,September 08 2020,"Tuesday, 2020-09-08",8-Sep-20
9/9/2020,3398.96,27940.47,September 09 2020,"Wednesday, 2020-09-09",9-Sep-20
9/10/2020,3339.19,27534.58,September 10 2020,"Thursday, 2020-09-10",10-Sep-20
9/11/2020,3340.97,27665.64,September 11 2020,"Friday, 2020-09-11",11-Sep-20
9/14/2020,3383.54,27993.33,September 14 2020,"Monday, 2020-09-14",14-Sep-20
9/15/2020,3401.2,27995.6,September 15 2020,"Tuesday, 2020-09-15",15-Sep-20
9/16/2020,3385.49,28032.38,September 16 2020,"Wednesday, 2020-09-16",16-Sep-20
9/17/2020,3357.01,27901.98,September 17 2020,"Thursday, 2020-09-17",17-Sep-20
9/18/2020,3319.47,27657.42,September 18 2020,"Friday, 2020-09-18",18-Sep-20
9/21/2020,3281.06,27147.7,September 21 2020,"Monday, 2020-09-21",21-Sep-20
9/22/2020,3315.57,27288.18,September 22 2020,"Tuesday, 2020-09-22",22-Sep-20
9/23/2020,3236.92,26763.13,September 23 2020,"Wednesday, 2020-09-23",23-Sep-20
9/24/2020,3246.59,26815.44,September 24 2020,"Thursday, 2020-09-24",24-Sep-20
9/25/2020,3298.46,27173.96,September 25 2020,"Friday, 2020-09-25",25-Sep-20
9/28/2020,3351.6,27584.06,September 28 2020,"Monday, 2020-09-28",28-Sep-20
9/29/2020,3335.47,27452.66,September 29 2020,"Tuesday, 2020-09-29",29-Sep-20
9/30/2020,3363,27781.7,September 30 2020,"Wednesday, 2020-09-30",30-Sep-20
10/1/2020,3380.8,27816.9,October 01 2020,"Thursday, 2020-10-01",1-Oct-20
10/2/2020,3348.44,27682.81,October 02 2020,"Friday, 2020-10-02",2-Oct-20
10/5/2020,3408.63,28148.64,October 05 2020,"Monday, 2020-10-05",5-Oct-20
10/6/2020,3360.95,27772.76,October 06 2020,"Tuesday, 2020-10-06",6-Oct-20
10/7/2020,3419.45,28303.46,October 07 2020,"Wednesday, 2020-10-07",7-Oct-20
10/8/2020,3446.83,28425.51,October 08 2020,"Thursday, 2020-10-08",8-Oct-20
10/9/2020,3477.13,28586.9,October 09 2020,"Friday, 2020-10-09",9-Oct-20
10/12/2020,3534.22,28837.52,October 12 2020,"Monday, 2020-10-12",12-Oct-20
10/13/2020,3511.93,28679.81,October 13 2020,"Tuesday, 2020-10-13",13-Oct-20
10/14/2020,3488.67,28514,October 14 2020,"Wednesday, 2020-10-14",14-Oct-20
10/15/2020,3483.34,28494.2,October 15 2020,"Thursday, 2020-10-15",15-Oct-20
10/16/2020,3483.81,28606.31,October 16 2020,"Friday, 2020-10-16",16-Oct-20
10/19/2020,3426.92,28195.42,October 19 2020,"Monday, 2020-10-19",19-Oct-20
10/20/2020,3443.12,28308.79,October 20 2020,"Tuesday, 2020-10-20",20-Oct-20
10/21/2020,3435.56,28210.82,October 21 2020,"Wednesday, 2020-10-21",21-Oct-20
10/22/2020,3453.49,28363.66,October 22 2020,"Thursday, 2020-10-22",22-Oct-20
10/23/2020,3465.39,28335.57,October 23 2020,"Friday, 2020-10-23",23-Oct-20
10/26/2020,3400.97,27685.38,October 26 2020,"Monday, 2020-10-26",26-Oct-20
10/27/2020,3390.68,27463.19,October 27 2020,"Tuesday, 2020-10-27",27-Oct-20
10/28/2020,3271.03,26519.95,October 28 2020,"Wednesday, 2020-10-28",28-Oct-20
10/29/2020,3310.11,26659.11,October 29 2020,"Thursday, 2020-10-29",29-Oct-20
10/30/2020,3269.96,26501.6,October 30 2020,"Friday, 2020-10-30",30-Oct-20
11/2/2020,3310.24,26925.05,November 02 2020,"Monday, 2020-11-02",2-Nov-20
11/3/2020,3369.16,27480.03,November 03 2020,"Tuesday, 2020-11-03",3-Nov-20
11/4/2020,3443.44,27847.66,November 04 2020,"Wednesday, 2020-11-04",4-Nov-20
11/5/2020,3510.45,28390.18,November 05 2020,"Thursday, 2020-11-05",5-Nov-20
11/6/2020,3509.44,28323.4,November 06 2020,"Friday, 2020-11-06",6-Nov-20
11/9/2020,3550.5,29157.97,November 09 2020,"Monday, 2020-11-09",9-Nov-20
11/10/2020,3545.53,29420.92,November 10 2020,"Tuesday, 2020-11-10",10-Nov-20
11/11/2020,3572.66,29397.63,November 11 2020,"Wednesday, 2020-11-11",11-Nov-20
11/12/2020,3537.01,29080.17,November 12 2020,"Thursday, 2020-11-12",12-Nov-20
11/13/2020,3585.15,29479.81,November 13 2020,"Friday, 2020-11-13",13-Nov-20
11/16/2020,3626.91,29950.44,November 16 2020,"Monday, 2020-11-16",16-Nov-20
11/17/2020,3609.53,29783.35,November 17 2020,"Tuesday, 2020-11-17",17-Nov-20
11/18/2020,3567.79,29438.42,November 18 2020,"Wednesday, 2020-11-18",18-Nov-20
11/19/2020,3581.87,29483.23,November 19 2020,"Thursday, 2020-11-19",19-Nov-20
11/20/2020,3557.54,29263.48,November 20 2020,"Friday, 2020-11-20",20-Nov-20
11/23/2020,3577.59,29591.27,November 23 2020,"Monday, 2020-11-23",23-Nov-20
11/24/2020,3635.41,30046.24,November 24 2020,"Tuesday, 2020-11-24",24-Nov-20
11/25/2020,3629.65,29872.47,November 25 2020,"Wednesday, 2020-11-25",25-Nov-20
11/26/2020,,,November 26 2020,"Thursday, 2020-11-26",26-Nov-20
11/27/2020,3638.35,29910.37,November 27 2020,"Friday, 2020-11-27",27-Nov-20
11/30/2020,3621.63,29638.64,November 30 2020,"Monday, 2020-11-30",30-Nov-20
12/1/2020,3662.45,29823.92,December 01 2020,"Tuesday, 2020-12-01",1-Dec-20
12/2/2020,3669.01,29883.79,December 02 2020,"Wednesday, 2020-12-02",2-Dec-20
12/3/2020,3666.72,29969.52,December 03 2020,"Thursday, 2020-12-03",3-Dec-20
12/4/2020,3699.12,30218.26,December 04 2020,"Friday, 2020-12-04",4-Dec-20
12/7/2020,3691.96,30069.79,December 07 2020,"Monday, 2020-12-07",7-Dec-20
12/8/2020,3702.25,30173.88,December 08 2020,"Tuesday, 2020-12-08",8-Dec-20
12/9/2020,3672.82,30068.81,December 09 2020,"Wednesday, 2020-12-09",9-Dec-20
12/10/2020,3668.1,29999.26,December 10 2020,"Thursday, 2020-12-10",10-Dec-20
12/11/2020,3663.46,30046.37,December 11 2020,"Friday, 2020-12-11",11-Dec-20
12/14/2020,3647.49,29861.55,December 14 2020,"Monday, 2020-12-14",14-Dec-20
12/15/2020,3694.62,30199.31,December 15 2020,"Tuesday, 2020-12-15",15-Dec-20
12/16/2020,3701.17,30154.54,December 16 2020,"Wednesday, 2020-12-16",16-Dec-20
12/17/2020,3722.48,30303.37,December 17 2020,"Thursday, 2020-12-17",17-Dec-20
12/18/2020,3709.41,30179.05,December 18 2020,"Friday, 2020-12-18",18-Dec-20
12/21/2020,3694.92,30216.45,December 21 2020,"Monday, 2020-12-21",21-Dec-20
12/22/2020,3687.26,30015.51,December 22 2020,"Tuesday, 2020-12-22",22-Dec-20
12/23/2020,3690.01,30129.83,December 23 2020,"Wednesday, 2020-12-23",23-Dec-20
12/24/2020,3703.06,30199.87,December 24 2020,"Thursday, 2020-12-24",24-Dec-20
12/25/2020,,,December 25 2020,"Friday, 2020-12-25",25-Dec-20
12/28/2020,3735.36,30403.97,December 28 2020,"Monday, 2020-12-28",28-Dec-20
12/29/2020,3727.04,30335.67,December 29 2020,"Tuesday, 2020-12-29",29-Dec-20
12/30/2020,3732.04,30409.56,December 30 2020,"Wednesday, 2020-12-30",30-Dec-20
12/31/2020,3756.07,30606.48,December 31 2020,"Thursday, 2020-12-31",31-Dec-20
1/1/2021,,,January 01 2021,"Friday, 2021-01-01",1-Jan-21
1/4/2021,3700.65,30223.89,January 04 2021,"Monday, 2021-01-04",4-Jan-21
1/5/2021,3726.86,30391.6,January 05 2021,"Tuesday, 2021-01-05",5-Jan-21
1/6/2021,3748.14,30829.4,January 06 2021,"Wednesday, 2021-01-06",6-Jan-21
1/7/2021,3803.79,31041.13,January 07 2021,"Thursday, 2021-01-07",7-Jan-21
1/8/2021,3824.68,31097.97,January 08 2021,"Friday, 2021-01-08",8-Jan-21
1/11/2021,3799.61,31008.69,January 11 2021,"Monday, 2021-01-11",11-Jan-21
1/12/2021,3801.19,31068.69,January 12 2021,"Tuesday, 2021-01-12",12-Jan-21
1/13/2021,3809.84,31060.47,January 13 2021,"Wednesday, 2021-01-13",13-Jan-21
1/14/2021,3795.54,30991.52,January 14 2021,"Thursday, 2021-01-14",14-Jan-21
1/15/2021,3768.25,30814.26,January 15 2021,"Friday, 2021-01-15",15-Jan-21
1/18/2021,,,January 18 2021,"Monday, 2021-01-18",18-Jan-21
1/19/2021,3798.91,30930.52,January 19 2021,"Tuesday, 2021-01-19",19-Jan-21
1/20/2021,3851.85,31188.38,January 20 2021,"Wednesday, 2021-01-20",20-Jan-21
1/21/2021,3853.07,31176.01,January 21 2021,"Thursday, 2021-01-21",21-Jan-21
1/22/2021,3841.47,30996.98,January 22 2021,"Friday, 2021-01-22",22-Jan-21
1/25/2021,3855.36,30960,January 25 2021,"Monday, 2021-01-25",25-Jan-21
1/26/2021,3849.62,30937.04,January 26 2021,"Tuesday, 2021-01-26",26-Jan-21
1/27/2021,3750.77,30303.17,January 27 2021,"Wednesday, 2021-01-27",27-Jan-21
1/28/2021,3787.38,30603.36,January 28 2021,"Thursday, 2021-01-28",28-Jan-21
1/29/2021,3714.24,29982.62,January 29 2021,"Friday, 2021-01-29",29-Jan-21
2/1/2021,3773.86,30211.91,February 01 2021,"Monday, 2021-02-01",1-Feb-21
2/2/2021,3826.31,30687.48,February 02 2021,"Tuesday, 2021-02-02",2-Feb-21
2/3/2021,3830.17,30723.6,February 03 2021,"Wednesday, 2021-02-03",3-Feb-21
2/4/2021,3871.74,31055.86,February 04 2021,"Thursday, 2021-02-04",4-Feb-21
2/5/2021,3886.83,31148.24,February 05 2021,"Friday, 2021-02-05",5-Feb-21
2/8/2021,3915.59,31385.76,February 08 2021,"Monday, 2021-02-08",8-Feb-21
2/9/2021,3911.23,31375.83,February 09 2021,"Tuesday, 2021-02-09",9-Feb-21
2/10/2021,3909.88,31437.8,February 10 2021,"Wednesday, 2021-02-10",10-Feb-21
2/11/2021,3916.38,31430.7,February 11 2021,"Thursday, 2021-02-11",11-Feb-21
2/12/2021,3934.83,31458.4,February 12 2021,"Friday, 2021-02-12",12-Feb-21
2/15/2021,,,February 15 2021,"Monday, 2021-02-15",15-Feb-21
2/16/2021,3932.59,31522.75,February 16 2021,"Tuesday, 2021-02-16",16-Feb-21
2/17/2021,3931.33,31613.02,February 17 2021,"Wednesday, 2021-02-17",17-Feb-21
2/18/2021,3913.97,31493.34,February 18 2021,"Thursday, 2021-02-18",18-Feb-21
2/19/2021,3906.71,31494.32,February 19 2021,"Friday, 2021-02-19",19-Feb-21
2/22/2021,3876.5,31521.69,February 22 2021,"Monday, 2021-02-22",22-Feb-21
2/23/2021,3881.37,31537.35,February 23 2021,"Tuesday, 2021-02-23",23-Feb-21
2/24/2021,3925.43,31961.86,February 24 2021,"Wednesday, 2021-02-24",24-Feb-21
2/25/2021,3829.34,31402.01,February 25 2021,"Thursday, 2021-02-25",25-Feb-21
2/26/2021,3811.15,30932.37,February 26 2021,"Friday, 2021-02-26",26-Feb-21
3/1/2021,3901.82,31535.51,March 01 2021,"Monday, 2021-03-01",1-Mar-21
3/2/2021,3870.29,31391.52,March 02 2021,"Tuesday, 2021-03-02",2-Mar-21
3/3/2021,3819.72,31270.09,March 03 2021,"Wednesday, 2021-03-03",3-Mar-21
3/4/2021,3768.47,30924.14,March 04 2021,"Thursday, 2021-03-04",4-Mar-21
3/5/2021,3841.94,31496.3,March 05 2021,"Friday, 2021-03-05",5-Mar-21
3/8/2021,3821.35,31802.44,March 08 2021,"Monday, 2021-03-08",8-Mar-21
3/9/2021,3875.44,31832.74,March 09 2021,"Tuesday, 2021-03-09",9-Mar-21
3/10/2021,3898.81,32297.02,March 10 2021,"Wednesday, 2021-03-10",10-Mar-21
3/11/2021,3939.34,32485.59,March 11 2021,"Thursday, 2021-03-11",11-Mar-21
3/12/2021,3943.34,32778.64,March 12 2021,"Friday, 2021-03-12",12-Mar-21
3/15/2021,3968.94,32953.46,March 15 2021,"Monday, 2021-03-15",15-Mar-21
3/16/2021,3962.71,32825.95,March 16 2021,"Tuesday, 2021-03-16",16-Mar-21
3/17/2021,3974.12,33015.37,March 17 2021,"Wednesday, 2021-03-17",17-Mar-21
3/18/2021,3915.46,32862.3,March 18 2021,"Thursday, 2021-03-18",18-Mar-21
3/19/2021,3913.1,32627.97,March 19 2021,"Friday, 2021-03-19",19-Mar-21
3/22/2021,3940.59,32731.2,March 22 2021,"Monday, 2021-03-22",22-Mar-21
3/23/2021,3910.52,32423.15,March 23 2021,"Tuesday, 2021-03-23",23-Mar-21
3/24/2021,3889.14,32420.06,March 24 2021,"Wednesday, 2021-03-24",24-Mar-21
3/25/2021,3909.52,32619.48,March 25 2021,"Thursday, 2021-03-25",25-Mar-21
3/26/2021,3974.54,33072.88,March 26 2021,"Friday, 2021-03-26",26-Mar-21
3/29/2021,3971.09,33171.37,March 29 2021,"Monday, 2021-03-29",29-Mar-21
3/30/2021,3958.55,33066.96,March 30 2021,"Tuesday, 2021-03-30",30-Mar-21
3/31/2021,3972.89,32981.55,March 31 2021,"Wednesday, 2021-03-31",31-Mar-21
4/1/2021,4019.87,33153.21,April 01 2021,"Thursday, 2021-04-01",1-Apr-21
4/2/2021,,,April 02 2021,"Friday, 2021-04-02",2-Apr-21
4/5/2021,4077.91,33527.19,April 05 2021,"Monday, 2021-04-05",5-Apr-21
4/6/2021,4073.94,33430.24,April 06 2021,"Tuesday, 2021-04-06",6-Apr-21
4/7/2021,4079.95,33446.26,April 07 2021,"Wednesday, 2021-04-07",7-Apr-21
4/8/2021,4097.17,33503.57,April 08 2021,"Thursday, 2021-04-08",8-Apr-21
4/9/2021,4128.8,33800.6,April 09 2021,"Friday, 2021-04-09",9-Apr-21
4/12/2021,4127.99,33745.4,April 12 2021,"Monday, 2021-04-12",12-Apr-21
4/13/2021,4141.59,33677.27,April 13 2021,"Tuesday, 2021-04-13",13-Apr-21
4/14/2021,4124.66,33730.89,April 14 2021,"Wednesday, 2021-04-14",14-Apr-21
4/15/2021,4170.42,34035.99,April 15 2021,"Thursday, 2021-04-15",15-Apr-21
4/16/2021,4185.47,34200.67,April 16 2021,"Friday, 2021-04-16",16-Apr-21
4/19/2021,4163.26,34077.63,April 19 2021,"Monday, 2021-04-19",19-Apr-21
4/20/2021,4134.94,33821.3,April 20 2021,"Tuesday, 2021-04-20",20-Apr-21
4/21/2021,4173.42,34137.31,April 21 2021,"Wednesday, 2021-04-21",21-Apr-21
4/22/2021,4134.98,33815.9,April 22 2021,"Thursday, 2021-04-22",22-Apr-21
4/23/2021,4180.17,34043.49,April 23 2021,"Friday, 2021-04-23",23-Apr-21
4/26/2021,4187.62,33981.57,April 26 2021,"Monday, 2021-04-26",26-Apr-21
4/27/2021,4186.72,33984.93,April 27 2021,"Tuesday, 2021-04-27",27-Apr-21
4/28/2021,4183.18,33820.38,April 28 2021,"Wednesday, 2021-04-28",28-Apr-21
4/29/2021,4211.47,34060.36,April 29 2021,"Thursday, 2021-04-29",29-Apr-21
4/30/2021,4181.17,33874.85,April 30 2021,"Friday, 2021-04-30",30-Apr-21
5/3/2021,4192.66,34113.23,May 03 2021,"Monday, 2021-05-03",3-May-21
5/4/2021,4164.66,34133.03,May 04 2021,"Tuesday, 2021-05-04",4-May-21
5/5/2021,4167.59,34230.34,May 05 2021,"Wednesday, 2021-05-05",5-May-21
5/6/2021,4201.62,34548.53,May 06 2021,"Thursday, 2021-05-06",6-May-21
5/7/2021,4232.6,34777.76,May 07 2021,"Friday, 2021-05-07",7-May-21
5/10/2021,4188.43,34742.82,May 10 2021,"Monday, 2021-05-10",10-May-21
5/11/2021,4152.1,34269.16,May 11 2021,"Tuesday, 2021-05-11",11-May-21
5/12/2021,4063.04,33587.66,May 12 2021,"Wednesday, 2021-05-12",12-May-21
5/13/2021,4112.5,34021.45,May 13 2021,"Thursday, 2021-05-13",13-May-21
5/14/2021,4173.85,34382.13,May 14 2021,"Friday, 2021-05-14",14-May-21
5/17/2021,4163.29,34327.79,May 17 2021,"Monday, 2021-05-17",17-May-21
5/18/2021,4127.83,34060.66,May 18 2021,"Tuesday, 2021-05-18",18-May-21
5/19/2021,4115.68,33896.04,May 19 2021,"Wednesday, 2021-05-19",19-May-21
5/20/2021,4159.12,34084.15,May 20 2021,"Thursday, 2021-05-20",20-May-21
5/21/2021,4155.86,34207.84,May 21 2021,"Friday, 2021-05-21",21-May-21
5/24/2021,4197.05,34393.98,May 24 2021,"Monday, 2021-05-24",24-May-21
5/25/2021,4188.13,34312.46,May 25 2021,"Tuesday, 2021-05-25",25-May-21
5/26/2021,4195.99,34323.05,May 26 2021,"Wednesday, 2021-05-26",26-May-21
5/27/2021,4200.88,34464.64,May 27 2021,"Thursday, 2021-05-27",27-May-21
5/28/2021,4204.11,34529.45,May 28 2021,"Friday, 2021-05-28",28-May-21
5/31/2021,,,May 31 2021,"Monday, 2021-05-31",31-May-21
6/1/2021,4202.04,34575.31,June 01 2021,"Tuesday, 2021-06-01",1-Jun-21
6/2/2021,4208.12,34600.38,June 02 2021,"Wednesday, 2021-06-02",2-Jun-21
6/3/2021,4192.85,34577.04,June 03 2021,"Thursday, 2021-06-03",3-Jun-21
6/4/2021,4229.89,34756.39,June 04 2021,"Friday, 2021-06-04",4-Jun-21
6/7/2021,4226.52,34630.24,June 07 2021,"Monday, 2021-06-07",7-Jun-21
6/8/2021,4227.26,34599.82,June 08 2021,"Tuesday, 2021-06-08",8-Jun-21
6/9/2021,4219.55,34447.14,June 09 2021,"Wednesday, 2021-06-09",9-Jun-21
6/10/2021,4239.18,34466.24,June 10 2021,"Thursday, 2021-06-10",10-Jun-21
6/11/2021,4247.44,34479.6,June 11 2021,"Friday, 2021-06-11",11-Jun-21
6/14/2021,4255.15,34393.75,June 14 2021,"Monday, 2021-06-14",14-Jun-21
6/15/2021,4246.59,34299.33,June 15 2021,"Tuesday, 2021-06-15",15-Jun-21
6/16/2021,4223.7,34033.67,June 16 2021,"Wednesday, 2021-06-16",16-Jun-21
6/17/2021,4221.86,33823.45,June 17 2021,"Thursday, 2021-06-17",17-Jun-21
6/18/2021,4166.45,33290.08,June 18 2021,"Friday, 2021-06-18",18-Jun-21
6/21/2021,4224.79,33876.97,June 21 2021,"Monday, 2021-06-21",21-Jun-21
6/22/2021,4246.44,33945.58,June 22 2021,"Tuesday, 2021-06-22",22-Jun-21
6/23/2021,4241.84,33874.24,June 23 2021,"Wednesday, 2021-06-23",23-Jun-21
6/24/2021,4266.49,34196.82,June 24 2021,"Thursday, 2021-06-24",24-Jun-21
6/25/2021,4280.7,34433.84,June 25 2021,"Friday, 2021-06-25",25-Jun-21
6/28/2021,4290.61,34283.27,June 28 2021,"Monday, 2021-06-28",28-Jun-21
6/29/2021,4291.8,34292.29,June 29 2021,"Tuesday, 2021-06-29",29-Jun-21
6/30/2021,4297.5,34502.51,June 30 2021,"Wednesday, 2021-06-30",30-Jun-21
7/1/2021,4319.94,34633.53,July 01 2021,"Thursday, 2021-07-01",1-Jul-21
7/2/2021,4352.34,34786.35,July 02 2021,"Friday, 2021-07-02",2-Jul-21
7/5/2021,,,July 05 2021,"Monday, 2021-07-05",5-Jul-21
7/6/2021,4343.54,34577.37,July 06 2021,"Tuesday, 2021-07-06",6-Jul-21
7/7/2021,4358.13,34681.79,July 07 2021,"Wednesday, 2021-07-07",7-Jul-21
7/8/2021,4320.82,34421.93,July 08 2021,"Thursday, 2021-07-08",8-Jul-21
7/9/2021,4369.55,34870.16,July 09 2021,"Friday, 2021-07-09",9-Jul-21
7/12/2021,4384.63,34996.18,July 12 2021,"Monday, 2021-07-12",12-Jul-21
7/13/2021,4369.21,34888.79,July 13 2021,"Tuesday, 2021-07-13",13-Jul-21
7/14/2021,4374.3,34933.23,July 14 2021,"Wednesday, 2021-07-14",14-Jul-21
7/15/2021,4360.03,34987.02,July 15 2021,"Thursday, 2021-07-15",15-Jul-21
7/16/2021,4327.16,34687.85,July 16 2021,"Friday, 2021-07-16",16-Jul-21
7/19/2021,4258.49,33962.04,July 19 2021,"Monday, 2021-07-19",19-Jul-21
7/20/2021,4323.06,34511.99,July 20 2021,"Tuesday, 2021-07-20",20-Jul-21
7/21/2021,4358.69,34798,July 21 2021,"Wednesday, 2021-07-21",21-Jul-21
7/22/2021,4367.48,34823.35,July 22 2021,"Thursday, 2021-07-22",22-Jul-21
7/23/2021,4411.79,35061.55,July 23 2021,"Friday, 2021-07-23",23-Jul-21
7/26/2021,4422.3,35144.31,July 26 2021,"Monday, 2021-07-26",26-Jul-21
7/27/2021,4401.46,35058.52,July 27 2021,"Tuesday, 2021-07-27",27-Jul-21
7/28/2021,4400.64,34930.93,July 28 2021,"Wednesday, 2021-07-28",28-Jul-21
7/29/2021,4419.15,35084.53,July 29 2021,"Thursday, 2021-07-29",29-Jul-21
7/30/2021,4395.26,34935.47,July 30 2021,"Friday, 2021-07-30",30-Jul-21
8/2/2021,4387.16,34838.16,August 02 2021,"Monday, 2021-08-02",2-Aug-21
8/3/2021,4423.15,35116.4,August 03 2021,"Tuesday, 2021-08-03",3-Aug-21
8/4/2021,4402.66,34792.67,August 04 2021,"Wednesday, 2021-08-04",4-Aug-21
8/5/2021,4429.1,35064.25,August 05 2021,"Thursday, 2021-08-05",5-Aug-21
8/6/2021,4436.52,35208.51,August 06 2021,"Friday, 2021-08-06",6-Aug-21
8/9/2021,4432.35,35101.85,August 09 2021,"Monday, 2021-08-09",9-Aug-21
8/10/2021,4436.75,35264.67,August 10 2021,"Tuesday, 2021-08-10",10-Aug-21
8/11/2021,4447.7,35484.97,August 11 2021,"Wednesday, 2021-08-11",11-Aug-21
8/12/2021,4460.83,35499.85,August 12 2021,"Thursday, 2021-08-12",12-Aug-21
8/13/2021,4468,35515.38,August 13 2021,"Friday, 2021-08-13",13-Aug-21
8/16/2021,4479.71,35625.4,August 16 2021,"Monday, 2021-08-16",16-Aug-21
8/17/2021,4448.08,35343.28,August 17 2021,"Tuesday, 2021-08-17",17-Aug-21
8/18/2021,4400.27,34960.69,August 18 2021,"Wednesday, 2021-08-18",18-Aug-21
8/19/2021,4405.8,34894.12,August 19 2021,"Thursday, 2021-08-19",19-Aug-21
8/20/2021,4441.67,35120.08,August 20 2021,"Friday, 2021-08-20",20-Aug-21
8/23/2021,4479.53,35335.71,August 23 2021,"Monday, 2021-08-23",23-Aug-21
8/24/2021,4486.23,35366.26,August 24 2021,"Tuesday, 2021-08-24",24-Aug-21
8/25/2021,4496.19,35405.5,August 25 2021,"Wednesday, 2021-08-25",25-Aug-21
8/26/2021,4470,35213.12,August 26 2021,"Thursday, 2021-08-26",26-Aug-21
8/27/2021,4509.37,35455.8,August 27 2021,"Friday, 2021-08-27",27-Aug-21
8/30/2021,4528.79,35399.84,August 30 2021,"Monday, 2021-08-30",30-Aug-21
8/31/2021,4522.68,35360.73,August 31 2021,"Tuesday, 2021-08-31",31-Aug-21
9/1/2021,4524.09,35312.53,September 01 2021,"Wednesday, 2021-09-01",1-Sep-21
9/2/2021,4536.95,35443.82,September 02 2021,"Thursday, 2021-09-02",2-Sep-21
9/3/2021,4535.43,35369.09,September 03 2021,"Friday, 2021-09-03",3-Sep-21
9/6/2021,,,September 06 2021,"Monday, 2021-09-06",6-Sep-21
9/7/2021,4520.03,35100,September 07 2021,"Tuesday, 2021-09-07",7-Sep-21
9/8/2021,4514.07,35031.07,September 08 2021,"Wednesday, 2021-09-08",8-Sep-21
9/9/2021,4493.28,34879.38,September 09 2021,"Thursday, 2021-09-09",9-Sep-21
9/10/2021,4458.58,34607.72,September 10 2021,"Friday, 2021-09-10",10-Sep-21
9/13/2021,4468.73,34869.63,September 13 2021,"Monday, 2021-09-13",13-Sep-21
9/14/2021,4443.05,34577.57,September 14 2021,"Tuesday, 2021-09-14",14-Sep-21
9/15/2021,4480.7,34814.39,September 15 2021,"Wednesday, 2021-09-15",15-Sep-21
9/16/2021,4473.75,34751.32,September 16 2021,"Thursday, 2021-09-16",16-Sep-21
9/17/2021,4432.99,34584.88,September 17 2021,"Friday, 2021-09-17",17-Sep-21
9/20/2021,4357.73,33970.47,September 20 2021,"Monday, 2021-09-20",20-Sep-21
9/21/2021,4354.19,33919.84,September 21 2021,"Tuesday, 2021-09-21",21-Sep-21
9/22/2021,4395.64,34258.32,September 22 2021,"Wednesday, 2021-09-22",22-Sep-21
9/23/2021,4448.98,34764.82,September 23 2021,"Thursday, 2021-09-23",23-Sep-21
9/24/2021,4455.48,34798,September 24 2021,"Friday, 2021-09-24",24-Sep-21
9/27/2021,4443.11,34869.37,September 27 2021,"Monday, 2021-09-27",27-Sep-21
9/28/2021,4352.63,34299.99,September 28 2021,"Tuesday, 2021-09-28",28-Sep-21
9/29/2021,4359.46,34390.72,September 29 2021,"Wednesday, 2021-09-29",29-Sep-21
9/30/2021,4307.54,33843.92,September 30 2021,"Thursday, 2021-09-30",30-Sep-21
10/1/2021,4357.04,34326.46,October 01 2021,"Friday, 2021-10-01",1-Oct-21
10/4/2021,4300.46,34002.92,October 04 2021,"Monday, 2021-10-04",4-Oct-21
10/5/2021,4345.72,34314.67,October 05 2021,"Tuesday, 2021-10-05",5-Oct-21
10/6/2021,4363.55,34416.99,October 06 2021,"Wednesday, 2021-10-06",6-Oct-21
10/7/2021,4399.76,34754.94,October 07 2021,"Thursday, 2021-10-07",7-Oct-21
10/8/2021,4391.34,34746.25,October 08 2021,"Friday, 2021-10-08",8-Oct-21
10/11/2021,4361.19,34496.06,October 11 2021,"Monday, 2021-10-11",11-Oct-21
