date_str,sp500,djia,date_ex1,date_ex2,date_ex3,date,diff_sp500,lag_sp500,growth_sp500,diff_date,count_days,diff_djia,lag_djia,growth_djia
10/5/2020,3408.63,28148.64,October 05 2020,"Monday, 2020-10-05",5-Oct-20,10/5/2020,60.19,3348.44,1.797553488,3 days,3,465.83,27682.81,1.682741022
10/6/2020,3360.95,27772.76,October 06 2020,"Tuesday, 2020-10-06",6-Oct-20,10/6/2020,-47.68,3408.63,-1.398802451,1 days,1,-375.88,28148.64,-1.335339825
10/7/2020,3419.45,28303.46,October 07 2020,"Wednesday, 2020-10-07",7-Oct-20,10/7/2020,58.5,3360.95,1.7405793,1 days,1,530.7,27772.76,1.910865179
10/8/2020,3446.83,28425.51,October 08 2020,"Thursday, 2020-10-08",8-Oct-20,10/8/2020,27.38,3419.45,0.800713565,1 days,1,122.05,28303.46,0.431219363
10/9/2020,3477.13,28586.9,October 09 2020,"Friday, 2020-10-09",9-Oct-20,10/9/2020,30.3,3446.83,0.879068593,1 days,1,161.39,28425.51,0.567764659
10/12/2020,3534.22,28837.52,October 12 2020,"Monday, 2020-10-12",12-Oct-20,10/12/2020,57.09,3477.13,1.641871313,3 days,3,250.62,28586.9,0.87669527
10/13/2020,3511.93,28679.81,October 13 2020,"Tuesday, 2020-10-13",13-Oct-20,10/13/2020,-22.29,3534.22,-0.630690789,1 days,1,-157.71,28837.52,-0.546891688
10/14/2020,3488.67,28514,October 14 2020,"Wednesday, 2020-10-14",14-Oct-20,10/14/2020,-23.26,3511.93,-0.662313884,1 days,1,-165.81,28679.81,-0.578141905
10/15/2020,3483.34,28494.2,October 15 2020,"Thursday, 2020-10-15",15-Oct-20,10/15/2020,-5.33,3488.67,-0.152780286,1 days,1,-19.8,28514,-0.069439574
10/16/2020,3483.81,28606.31,October 16 2020,"Friday, 2020-10-16",16-Oct-20,10/16/2020,0.47,3483.34,0.013492797,1 days,1,112.11,28494.2,0.393448491
10/19/2020,3426.92,28195.42,October 19 2020,"Monday, 2020-10-19",19-Oct-20,10/19/2020,-56.89,3483.81,-1.632982281,3 days,3,-410.89,28606.31,-1.436361418
10/20/2020,3443.12,28308.79,October 20 2020,"Tuesday, 2020-10-20",20-Oct-20,10/20/2020,16.2,3426.92,0.472727697,1 days,1,113.37,28195.42,0.40208658
10/21/2020,3435.56,28210.82,October 21 2020,"Wednesday, 2020-10-21",21-Oct-20,10/21/2020,-7.56,3443.12,-0.219568299,1 days,1,-97.97,28308.79,-0.346076254
10/22/2020,3453.49,28363.66,October 22 2020,"Thursday, 2020-10-22",22-Oct-20,10/22/2020,17.93,3435.56,0.521894538,1 days,1,152.84,28210.82,0.541777942
10/23/2020,3465.39,28335.57,October 23 2020,"Friday, 2020-10-23",23-Oct-20,10/23/2020,11.9,3453.49,0.344578962,1 days,1,-28.09,28363.66,-0.099035174
10/26/2020,3400.97,27685.38,October 26 2020,"Monday, 2020-10-26",26-Oct-20,10/26/2020,-64.42,3465.39,-1.858953826,3 days,3,-650.19,28335.57,-2.294607096
10/27/2020,3390.68,27463.19,October 27 2020,"Tuesday, 2020-10-27",27-Oct-20,10/27/2020,-10.29,3400.97,-0.30256074,1 days,1,-222.19,27685.38,-0.80255355
10/28/2020,3271.03,26519.95,October 28 2020,"Wednesday, 2020-10-28",28-Oct-20,10/28/2020,-119.65,3390.68,-3.528790685,1 days,1,-943.24,27463.19,-3.434560952
10/29/2020,3310.11,26659.11,October 29 2020,"Thursday, 2020-10-29",29-Oct-20,10/29/2020,39.08,3271.03,1.194730712,1 days,1,139.16,26519.95,0.524737038
10/30/2020,3269.96,26501.6,October 30 2020,"Friday, 2020-10-30",30-Oct-20,10/30/2020,-40.15,3310.11,-1.212950627,1 days,1,-157.51,26659.11,-0.590829926
11/2/2020,3310.24,26925.05,November 02 2020,"Monday, 2020-11-02",2-Nov-20,11/2/2020,40.28,3269.96,1.231819349,3 days,3,423.45,26501.6,1.597828056
11/3/2020,3369.16,27480.03,November 03 2020,"Tuesday, 2020-11-03",3-Nov-20,11/3/2020,58.92,3310.24,1.779931364,1 days,1,554.98,26925.05,2.061203229
11/4/2020,3443.44,27847.66,November 04 2020,"Wednesday, 2020-11-04",4-Nov-20,11/4/2020,74.28,3369.16,2.204703843,1 days,1,367.63,27480.03,1.337807855
11/5/2020,3510.45,28390.18,November 05 2020,"Thursday, 2020-11-05",5-Nov-20,11/5/2020,67.01,3443.44,1.946019097,1 days,1,542.52,27847.66,1.94817087
11/6/2020,3509.44,28323.4,November 06 2020,"Friday, 2020-11-06",6-Nov-20,11/6/2020,-1.01,3510.45,-0.02877124,1 days,1,-66.78,28390.18,-0.235222179
11/9/2020,3550.5,29157.97,November 09 2020,"Monday, 2020-11-09",9-Nov-20,11/9/2020,41.06,3509.44,1.169987234,3 days,3,834.57,28323.4,2.946574211
11/10/2020,3545.53,29420.92,November 10 2020,"Tuesday, 2020-11-10",10-Nov-20,11/10/2020,-4.97,3550.5,-0.139980284,1 days,1,262.95,29157.97,0.901811752
11/11/2020,3572.66,29397.63,November 11 2020,"Wednesday, 2020-11-11",11-Nov-20,11/11/2020,27.13,3545.53,0.765188843,1 days,1,-23.29,29420.92,-0.079161359
11/12/2020,3537.01,29080.17,November 12 2020,"Thursday, 2020-11-12",12-Nov-20,11/12/2020,-35.65,3572.66,-0.997855939,1 days,1,-317.46,29397.63,-1.07988297
11/13/2020,3585.15,29479.81,November 13 2020,"Friday, 2020-11-13",13-Nov-20,11/13/2020,48.14,3537.01,1.361036582,1 days,1,399.64,29080.17,1.37426982
11/16/2020,3626.91,29950.44,November 16 2020,"Monday, 2020-11-16",16-Nov-20,11/16/2020,41.76,3585.15,1.16480482,3 days,3,470.63,29479.81,1.596448552
11/17/2020,3609.53,29783.35,November 17 2020,"Tuesday, 2020-11-17",17-Nov-20,11/17/2020,-17.38,3626.91,-0.479195789,1 days,1,-167.09,29950.44,-0.557888298
11/18/2020,3567.79,29438.42,November 18 2020,"Wednesday, 2020-11-18",18-Nov-20,11/18/2020,-41.74,3609.53,-1.156383241,1 days,1,-344.93,29783.35,-1.158130298
11/19/2020,3581.87,29483.23,November 19 2020,"Thursday, 2020-11-19",19-Nov-20,11/19/2020,14.08,3567.79,0.394642061,1 days,1,44.81,29438.42,0.15221605
11/20/2020,3557.54,29263.48,November 20 2020,"Friday, 2020-11-20",20-Nov-20,11/20/2020,-24.33,3581.87,-0.679254133,1 days,1,-219.75,29483.23,-0.74533896
11/23/2020,3577.59,29591.27,November 23 2020,"Monday, 2020-11-23",23-Nov-20,11/23/2020,20.05,3557.54,0.563591695,3 days,3,327.79,29263.48,1.120133354
11/24/2020,3635.41,30046.24,November 24 2020,"Tuesday, 2020-11-24",24-Nov-20,11/24/2020,57.82,3577.59,1.61617178,1 days,1,454.97,29591.27,1.537514274
11/25/2020,3629.65,29872.47,November 25 2020,"Wednesday, 2020-11-25",25-Nov-20,11/25/2020,-5.76,3635.41,-0.158441551,1 days,1,-173.77,30046.24,-0.578341916
11/26/2020,,,November 26 2020,"Thursday, 2020-11-26",26-Nov-20,11/26/2020,,3629.65,,1 days,1,,29872.47,
11/27/2020,3638.35,29910.37,November 27 2020,"Friday, 2020-11-27",27-Nov-20,11/27/2020,,,,1 days,1,,,
11/30/2020,3621.63,29638.64,November 30 2020,"Monday, 2020-11-30",30-Nov-20,11/30/2020,-16.72,3638.35,-0.459548971,3 days,3,-271.73,29910.37,-0.908480905
12/1/2020,3662.45,29823.92,December 01 2020,"Tuesday, 2020-12-01",1-Dec-20,12/1/2020,40.82,3621.63,1.127116795,1 days,1,185.28,29638.64,0.625129898
12/2/2020,3669.01,29883.79,December 02 2020,"Wednesday, 2020-12-02",2-Dec-20,12/2/2020,6.56,3662.45,0.179115073,1 days,1,59.87,29823.92,0.200744905
12/3/2020,3666.72,29969.52,December 03 2020,"Thursday, 2020-12-03",3-Dec-20,12/3/2020,-2.29,3669.01,-0.062414657,1 days,1,85.73,29883.79,0.286877936
12/4/2020,3699.12,30218.26,December 04 2020,"Friday, 2020-12-04",4-Dec-20,12/4/2020,32.4,3666.72,0.883623511,1 days,1,248.74,29969.52,0.82997659
12/7/2020,3691.96,30069.79,December 07 2020,"Monday, 2020-12-07",7-Dec-20,12/7/2020,-7.16,3699.12,-0.193559549,3 days,3,-148.47,30218.26,-0.491325444
12/8/2020,3702.25,30173.88,December 08 2020,"Tuesday, 2020-12-08",8-Dec-20,12/8/2020,10.29,3691.96,0.278713746,1 days,1,104.09,30069.79,0.34616138
12/9/2020,3672.82,30068.81,December 09 2020,"Wednesday, 2020-12-09",9-Dec-20,12/9/2020,-29.43,3702.25,-0.794922007,1 days,1,-105.07,30173.88,-0.348215079
12/10/2020,3668.1,29999.26,December 10 2020,"Thursday, 2020-12-10",10-Dec-20,12/10/2020,-4.72,3672.82,-0.128511607,1 days,1,-69.55,30068.81,-0.231302802
12/11/2020,3663.46,30046.37,December 11 2020,"Friday, 2020-12-11",11-Dec-20,12/11/2020,-4.64,3668.1,-0.126496006,1 days,1,47.11,29999.26,0.157037207
12/14/2020,3647.49,29861.55,December 14 2020,"Monday, 2020-12-14",14-Dec-20,12/14/2020,-15.97,3663.46,-0.435926692,3 days,3,-184.82,30046.37,-0.615115903
12/15/2020,3694.62,30199.31,December 15 2020,"Tuesday, 2020-12-15",15-Dec-20,12/15/2020,47.13,3647.49,1.292121431,1 days,1,337.76,29861.55,1.131086631
12/16/2020,3701.17,30154.54,December 16 2020,"Wednesday, 2020-12-16",16-Dec-20,12/16/2020,6.55,3694.62,0.177284809,1 days,1,-44.77,30199.31,-0.14824842
12/17/2020,3722.48,30303.37,December 17 2020,"Thursday, 2020-12-17",17-Dec-20,12/17/2020,21.31,3701.17,0.57576388,1 days,1,148.83,30154.54,0.493557521
12/18/2020,3709.41,30179.05,December 18 2020,"Friday, 2020-12-18",18-Dec-20,12/18/2020,-13.07,3722.48,-0.351110013,1 days,1,-124.32,30303.37,-0.410251401
12/21/2020,3694.92,30216.45,December 21 2020,"Monday, 2020-12-21",21-Dec-20,12/21/2020,-14.49,3709.41,-0.390628159,3 days,3,37.4,30179.05,0.123927029
12/22/2020,3687.26,30015.51,December 22 2020,"Tuesday, 2020-12-22",22-Dec-20,12/22/2020,-7.66,3694.92,-0.20731166,1 days,1,-200.94,30216.45,-0.66500201
12/23/2020,3690.01,30129.83,December 23 2020,"Wednesday, 2020-12-23",23-Dec-20,12/23/2020,2.75,3687.26,0.074581125,1 days,1,114.32,30015.51,0.380869757
12/24/2020,3703.06,30199.87,December 24 2020,"Thursday, 2020-12-24",24-Dec-20,12/24/2020,13.05,3690.01,0.353657578,1 days,1,70.04,30129.83,0.232460654
12/25/2020,,,December 25 2020,"Friday, 2020-12-25",25-Dec-20,12/25/2020,,3703.06,,1 days,1,,30199.87,
12/28/2020,3735.36,30403.97,December 28 2020,"Monday, 2020-12-28",28-Dec-20,12/28/2020,,,,3 days,3,,,
12/29/2020,3727.04,30335.67,December 29 2020,"Tuesday, 2020-12-29",29-Dec-20,12/29/2020,-8.32,3735.36,-0.222736229,1 days,1,-68.3,30403.97,-0.224641716
12/30/2020,3732.04,30409.56,December 30 2020,"Wednesday, 2020-12-30",30-Dec-20,12/30/2020,5,3727.04,0.134154718,1 days,1,73.89,30335.67,0.243574643
12/31/2020,3756.07,30606.48,December 31 2020,"Thursday, 2020-12-31",31-Dec-20,12/31/2020,24.03,3732.04,0.643883774,1 days,1,196.92,30409.56,0.647559517
1/1/2021,,,January 01 2021,"Friday, 2021-01-01",1-Jan-21,1/1/2021,,3756.07,,1 days,1,,30606.48,
1/4/2021,3700.65,30223.89,January 04 2021,"Monday, 2021-01-04",4-Jan-21,1/4/2021,,,,3 days,3,,,
1/5/2021,3726.86,30391.6,January 05 2021,"Tuesday, 2021-01-05",5-Jan-21,1/5/2021,26.21,3700.65,0.708253955,1 days,1,167.71,30223.89,0.554892173
1/6/2021,3748.14,30829.4,January 06 2021,"Wednesday, 2021-01-06",6-Jan-21,1/6/2021,21.28,3726.86,0.570990056,1 days,1,437.8,30391.6,1.44052962
1/7/2021,3803.79,31041.13,January 07 2021,"Thursday, 2021-01-07",7-Jan-21,1/7/2021,55.65,3748.14,1.484736429,1 days,1,211.73,30829.4,0.686779503
1/8/2021,3824.68,31097.97,January 08 2021,"Friday, 2021-01-08",8-Jan-21,1/8/2021,20.89,3803.79,0.549189098,1 days,1,56.84,31041.13,0.183111891
1/11/2021,3799.61,31008.69,January 11 2021,"Monday, 2021-01-11",11-Jan-21,1/11/2021,-25.07,3824.68,-0.655479674,3 days,3,-89.28,31097.97,-0.287092694
1/12/2021,3801.19,31068.69,January 12 2021,"Tuesday, 2021-01-12",12-Jan-21,1/12/2021,1.58,3799.61,0.041583215,1 days,1,60,31008.69,0.193494146
1/13/2021,3809.84,31060.47,January 13 2021,"Wednesday, 2021-01-13",13-Jan-21,1/13/2021,8.65,3801.19,0.227560317,1 days,1,-8.22,31068.69,-0.026457504
1/14/2021,3795.54,30991.52,January 14 2021,"Thursday, 2021-01-14",14-Jan-21,1/14/2021,-14.3,3809.84,-0.375343846,1 days,1,-68.95,31060.47,-0.221986338
1/15/2021,3768.25,30814.26,January 15 2021,"Friday, 2021-01-15",15-Jan-21,1/15/2021,-27.29,3795.54,-0.719001776,1 days,1,-177.26,30991.52,-0.571962911
1/18/2021,,,January 18 2021,"Monday, 2021-01-18",18-Jan-21,1/18/2021,,3768.25,,3 days,3,,30814.26,
1/19/2021,3798.91,30930.52,January 19 2021,"Tuesday, 2021-01-19",19-Jan-21,1/19/2021,,,,1 days,1,,,
1/20/2021,3851.85,31188.38,January 20 2021,"Wednesday, 2021-01-20",20-Jan-21,1/20/2021,52.94,3798.91,1.393557626,1 days,1,257.86,30930.52,0.833674959
1/21/2021,3853.07,31176.01,January 21 2021,"Thursday, 2021-01-21",21-Jan-21,1/21/2021,1.22,3851.85,0.031673092,1 days,1,-12.37,31188.38,-0.039662208
1/22/2021,3841.47,30996.98,January 22 2021,"Friday, 2021-01-22",22-Jan-21,1/22/2021,-11.6,3853.07,-0.301058636,1 days,1,-179.03,31176.01,-0.574255654
1/25/2021,3855.36,30960,January 25 2021,"Monday, 2021-01-25",25-Jan-21,1/25/2021,13.89,3841.47,0.361580333,3 days,3,-36.98,30996.98,-0.119301945
1/26/2021,3849.62,30937.04,January 26 2021,"Tuesday, 2021-01-26",26-Jan-21,1/26/2021,-5.74,3855.36,-0.148883632,1 days,1,-22.96,30960,-0.074160207
1/27/2021,3750.77,30303.17,January 27 2021,"Wednesday, 2021-01-27",27-Jan-21,1/27/2021,-98.85,3849.62,-2.567785911,1 days,1,-633.87,30937.04,-2.048903192
1/28/2021,3787.38,30603.36,January 28 2021,"Thursday, 2021-01-28",28-Jan-21,1/28/2021,36.61,3750.77,0.976066248,1 days,1,300.19,30303.17,0.990622433
1/29/2021,3714.24,29982.62,January 29 2021,"Friday, 2021-01-29",29-Jan-21,1/29/2021,-73.14,3787.38,-1.931150294,1 days,1,-620.74,30603.36,-2.028339372
2/1/2021,3773.86,30211.91,February 01 2021,"Monday, 2021-02-01",1-Feb-21,2/1/2021,59.62,3714.24,1.605173602,3 days,3,229.29,29982.62,0.764743041
2/2/2021,3826.31,30687.48,February 02 2021,"Tuesday, 2021-02-02",2-Feb-21,2/2/2021,52.45,3773.86,1.389823682,1 days,1,475.57,30211.91,1.574114315
2/3/2021,3830.17,30723.6,February 03 2021,"Wednesday, 2021-02-03",3-Feb-21,2/3/2021,3.86,3826.31,0.100880483,1 days,1,36.12,30687.48,0.117702724
2/4/2021,3871.74,31055.86,February 04 2021,"Thursday, 2021-02-04",4-Feb-21,2/4/2021,41.57,3830.17,1.085330416,1 days,1,332.26,30723.6,1.081448789
2/5/2021,3886.83,31148.24,February 05 2021,"Friday, 2021-02-05",5-Feb-21,2/5/2021,15.09,3871.74,0.389747245,1 days,1,92.38,31055.86,0.297463989
2/8/2021,3915.59,31385.76,February 08 2021,"Monday, 2021-02-08",8-Feb-21,2/8/2021,28.76,3886.83,0.7399346,3 days,3,237.52,31148.24,0.762547097
2/9/2021,3911.23,31375.83,February 09 2021,"Tuesday, 2021-02-09",9-Feb-21,2/9/2021,-4.36,3915.59,-0.111349758,1 days,1,-9.93,31385.76,-0.031638552
2/10/2021,3909.88,31437.8,February 10 2021,"Wednesday, 2021-02-10",10-Feb-21,2/10/2021,-1.35,3911.23,-0.034515996,1 days,1,61.97,31375.83,0.197508719
2/11/2021,3916.38,31430.7,February 11 2021,"Thursday, 2021-02-11",11-Feb-21,2/11/2021,6.5,3909.88,0.166245511,1 days,1,-7.1,31437.8,-0.022584278
2/12/2021,3934.83,31458.4,February 12 2021,"Friday, 2021-02-12",12-Feb-21,2/12/2021,18.45,3916.38,0.47109831,1 days,1,27.7,31430.7,0.088130395
2/15/2021,,,February 15 2021,"Monday, 2021-02-15",15-Feb-21,2/15/2021,,3934.83,,3 days,3,,31458.4,
2/16/2021,3932.59,31522.75,February 16 2021,"Tuesday, 2021-02-16",16-Feb-21,2/16/2021,,,,1 days,1,,,
2/17/2021,3931.33,31613.02,February 17 2021,"Wednesday, 2021-02-17",17-Feb-21,2/17/2021,-1.26,3932.59,-0.032039953,1 days,1,90.27,31522.75,0.28636461
2/18/2021,3913.97,31493.34,February 18 2021,"Thursday, 2021-02-18",18-Feb-21,2/18/2021,-17.36,3931.33,-0.441580839,1 days,1,-119.68,31613.02,-0.378578193
2/19/2021,3906.71,31494.32,February 19 2021,"Friday, 2021-02-19",19-Feb-21,2/19/2021,-7.26,3913.97,-0.185489414,1 days,1,0.98,31493.34,0.003111769
2/22/2021,3876.5,31521.69,February 22 2021,"Monday, 2021-02-22",22-Feb-21,2/22/2021,-30.21,3906.71,-0.773284938,3 days,3,27.37,31494.32,0.086904559
2/23/2021,3881.37,31537.35,February 23 2021,"Tuesday, 2021-02-23",23-Feb-21,2/23/2021,4.87,3876.5,0.125628789,1 days,1,15.66,31521.69,0.049680077
2/24/2021,3925.43,31961.86,February 24 2021,"Wednesday, 2021-02-24",24-Feb-21,2/24/2021,44.06,3881.37,1.135166191,1 days,1,424.51,31537.35,1.346054757
2/25/2021,3829.34,31402.01,February 25 2021,"Thursday, 2021-02-25",25-Feb-21,2/25/2021,-96.09,3925.43,-2.44788469,1 days,1,-559.85,31961.86,-1.751618961
2/26/2021,3811.15,30932.37,February 26 2021,"Friday, 2021-02-26",26-Feb-21,2/26/2021,-18.19,3829.34,-0.475016582,1 days,1,-469.64,31402.01,-1.495573054
3/1/2021,3901.82,31535.51,March 01 2021,"Monday, 2021-03-01",1-Mar-21,3/1/2021,90.67,3811.15,2.379071934,3 days,3,603.14,30932.37,1.949866758
3/2/2021,3870.29,31391.52,March 02 2021,"Tuesday, 2021-03-02",2-Mar-21,3/2/2021,-31.53,3901.82,-0.808084432,1 days,1,-143.99,31535.51,-0.456596389
3/3/2021,3819.72,31270.09,March 03 2021,"Wednesday, 2021-03-03",3-Mar-21,3/3/2021,-50.57,3870.29,-1.306620434,1 days,1,-121.43,31391.52,-0.386824212
3/4/2021,3768.47,30924.14,March 04 2021,"Thursday, 2021-03-04",4-Mar-21,3/4/2021,-51.25,3819.72,-1.341721383,1 days,1,-345.95,31270.09,-1.106328763
3/5/2021,3841.94,31496.3,March 05 2021,"Friday, 2021-03-05",5-Mar-21,3/5/2021,73.47,3768.47,1.949597582,1 days,1,572.16,30924.14,1.85020505
3/8/2021,3821.35,31802.44,March 08 2021,"Monday, 2021-03-08",8-Mar-21,3/8/2021,-20.59,3841.94,-0.535927162,3 days,3,306.14,31496.3,0.971987186
3/9/2021,3875.44,31832.74,March 09 2021,"Tuesday, 2021-03-09",9-Mar-21,3/9/2021,54.09,3821.35,1.415468355,1 days,1,30.3,31802.44,0.095275708
3/10/2021,3898.81,32297.02,March 10 2021,"Wednesday, 2021-03-10",10-Mar-21,3/10/2021,23.37,3875.44,0.603028301,1 days,1,464.28,31832.74,1.458498389
3/11/2021,3939.34,32485.59,March 11 2021,"Thursday, 2021-03-11",11-Mar-21,3/11/2021,40.53,3898.81,1.039547965,1 days,1,188.57,32297.02,0.583861917
3/12/2021,3943.34,32778.64,March 12 2021,"Friday, 2021-03-12",12-Mar-21,3/12/2021,4,3939.34,0.101539852,1 days,1,293.05,32485.59,0.902092282
3/15/2021,3968.94,32953.46,March 15 2021,"Monday, 2021-03-15",15-Mar-21,3/15/2021,25.6,3943.34,0.649195859,3 days,3,174.82,32778.64,0.533335123
3/16/2021,3962.71,32825.95,March 16 2021,"Tuesday, 2021-03-16",16-Mar-21,3/16/2021,-6.23,3968.94,-0.156968863,1 days,1,-127.51,32953.46,-0.386939642
3/17/2021,3974.12,33015.37,March 17 2021,"Wednesday, 2021-03-17",17-Mar-21,3/17/2021,11.41,3962.71,0.287934267,1 days,1,189.42,32825.95,0.577043467
3/18/2021,3915.46,32862.3,March 18 2021,"Thursday, 2021-03-18",18-Mar-21,3/18/2021,-58.66,3974.12,-1.476050044,1 days,1,-153.07,33015.37,-0.463632544
3/19/2021,3913.1,32627.97,March 19 2021,"Friday, 2021-03-19",19-Mar-21,3/19/2021,-2.36,3915.46,-0.060273889,1 days,1,-234.33,32862.3,-0.71306634
3/22/2021,3940.59,32731.2,March 22 2021,"Monday, 2021-03-22",22-Mar-21,3/22/2021,27.49,3913.1,0.702512075,3 days,3,103.23,32627.97,0.316384991
3/23/2021,3910.52,32423.15,March 23 2021,"Tuesday, 2021-03-23",23-Mar-21,3/23/2021,-30.07,3940.59,-0.763083701,1 days,1,-308.05,32731.2,-0.941150951
3/24/2021,3889.14,32420.06,March 24 2021,"Wednesday, 2021-03-24",24-Mar-21,3/24/2021,-21.38,3910.52,-0.546730358,1 days,1,-3.09,32423.15,-0.009530228
3/25/2021,3909.52,32619.48,March 25 2021,"Thursday, 2021-03-25",25-Mar-21,3/25/2021,20.38,3889.14,0.524023306,1 days,1,199.42,32420.06,0.615112989
3/26/2021,3974.54,33072.88,March 26 2021,"Friday, 2021-03-26",26-Mar-21,3/26/2021,65.02,3909.52,1.663119769,1 days,1,453.4,32619.48,1.389966977
3/29/2021,3971.09,33171.37,March 29 2021,"Monday, 2021-03-29",29-Mar-21,3/29/2021,-3.45,3974.54,-0.086802498,3 days,3,98.49,33072.88,0.297796866
3/30/2021,3958.55,33066.96,March 30 2021,"Tuesday, 2021-03-30",30-Mar-21,3/30/2021,-12.54,3971.09,-0.315782317,1 days,1,-104.41,33171.37,-0.314759384
3/31/2021,3972.89,32981.55,March 31 2021,"Wednesday, 2021-03-31",31-Mar-21,3/31/2021,14.34,3958.55,0.362253856,1 days,1,-85.41,33066.96,-0.25829408
4/1/2021,4019.87,33153.21,April 01 2021,"Thursday, 2021-04-01",1-Apr-21,4/1/2021,46.98,3972.89,1.182514492,1 days,1,171.66,32981.55,0.52047281
4/2/2021,,,April 02 2021,"Friday, 2021-04-02",2-Apr-21,4/2/2021,,4019.87,,1 days,1,,33153.21,
4/5/2021,4077.91,33527.19,April 05 2021,"Monday, 2021-04-05",5-Apr-21,4/5/2021,,,,3 days,3,,,
4/6/2021,4073.94,33430.24,April 06 2021,"Tuesday, 2021-04-06",6-Apr-21,4/6/2021,-3.97,4077.91,-0.097353792,1 days,1,-96.95,33527.19,-0.289168284
4/7/2021,4079.95,33446.26,April 07 2021,"Wednesday, 2021-04-07",7-Apr-21,4/7/2021,6.01,4073.94,0.147523037,1 days,1,16.02,33430.24,0.047920685
4/8/2021,4097.17,33503.57,April 08 2021,"Thursday, 2021-04-08",8-Apr-21,4/8/2021,17.22,4079.95,0.422063996,1 days,1,57.31,33446.26,0.171349502
4/9/2021,4128.8,33800.6,April 09 2021,"Friday, 2021-04-09",9-Apr-21,4/9/2021,31.63,4097.17,0.77199628,1 days,1,297.03,33503.57,0.886562238
4/12/2021,4127.99,33745.4,April 12 2021,"Monday, 2021-04-12",12-Apr-21,4/12/2021,-0.81,4128.8,-0.019618291,3 days,3,-55.2,33800.6,-0.16331071
4/13/2021,4141.59,33677.27,April 13 2021,"Tuesday, 2021-04-13",13-Apr-21,4/13/2021,13.6,4127.99,0.329458162,1 days,1,-68.13,33745.4,-0.201894184
4/14/2021,4124.66,33730.89,April 14 2021,"Wednesday, 2021-04-14",14-Apr-21,4/14/2021,-16.93,4141.59,-0.408780203,1 days,1,53.62,33677.27,0.159217181
4/15/2021,4170.42,34035.99,April 15 2021,"Thursday, 2021-04-15",15-Apr-21,4/15/2021,45.76,4124.66,1.109424777,1 days,1,305.1,33730.89,0.904512155
4/16/2021,4185.47,34200.67,April 16 2021,"Friday, 2021-04-16",16-Apr-21,4/16/2021,15.05,4170.42,0.360874924,1 days,1,164.68,34035.99,0.483840781
4/19/2021,4163.26,34077.63,April 19 2021,"Monday, 2021-04-19",19-Apr-21,4/19/2021,-22.21,4185.47,-0.530645304,3 days,3,-123.04,34200.67,-0.359759034
4/20/2021,4134.94,33821.3,April 20 2021,"Tuesday, 2021-04-20",20-Apr-21,4/20/2021,-28.32,4163.26,-0.680236161,1 days,1,-256.33,34077.63,-0.752194328
4/21/2021,4173.42,34137.31,April 21 2021,"Wednesday, 2021-04-21",21-Apr-21,4/21/2021,38.48,4134.94,0.930606006,1 days,1,316.01,33821.3,0.934352021
4/22/2021,4134.98,33815.9,April 22 2021,"Thursday, 2021-04-22",22-Apr-21,4/22/2021,-38.44,4173.42,-0.921067134,1 days,1,-321.41,34137.31,-0.941521168
4/23/2021,4180.17,34043.49,April 23 2021,"Friday, 2021-04-23",23-Apr-21,4/23/2021,45.19,4134.98,1.092871066,1 days,1,227.59,33815.9,0.673026594
4/26/2021,4187.62,33981.57,April 26 2021,"Monday, 2021-04-26",26-Apr-21,4/26/2021,7.45,4180.17,0.178222417,3 days,3,-61.92,34043.49,-0.181884995
4/27/2021,4186.72,33984.93,April 27 2021,"Tuesday, 2021-04-27",27-Apr-21,4/27/2021,-0.9,4187.62,-0.021491921,1 days,1,3.36,33981.57,0.009887713
4/28/2021,4183.18,33820.38,April 28 2021,"Wednesday, 2021-04-28",28-Apr-21,4/28/2021,-3.54,4186.72,-0.084553063,1 days,1,-164.55,33984.93,-0.484185196
4/29/2021,4211.47,34060.36,April 29 2021,"Thursday, 2021-04-29",29-Apr-21,4/29/2021,28.29,4183.18,0.676279768,1 days,1,239.98,33820.38,0.709572157
4/30/2021,4181.17,33874.85,April 30 2021,"Friday, 2021-04-30",30-Apr-21,4/30/2021,-30.3,4211.47,-0.71946375,1 days,1,-185.51,34060.36,-0.544650732
5/3/2021,4192.66,34113.23,May 03 2021,"Monday, 2021-05-03",3-May-21,5/3/2021,11.49,4181.17,0.274803464,3 days,3,238.38,33874.85,0.703707913
5/4/2021,4164.66,34133.03,May 04 2021,"Tuesday, 2021-05-04",4-May-21,5/4/2021,-28,4192.66,-0.667833786,1 days,1,19.8,34113.23,0.058041997
5/5/2021,4167.59,34230.34,May 05 2021,"Wednesday, 2021-05-05",5-May-21,5/5/2021,2.93,4164.66,0.070353882,1 days,1,97.31,34133.03,0.285090424
5/6/2021,4201.62,34548.53,May 06 2021,"Thursday, 2021-05-06",6-May-21,5/6/2021,34.03,4167.59,0.816539055,1 days,1,318.19,34230.34,0.929555476
5/7/2021,4232.6,34777.76,May 07 2021,"Friday, 2021-05-07",7-May-21,5/7/2021,30.98,4201.62,0.737334647,1 days,1,229.23,34548.53,0.663501457
5/10/2021,4188.43,34742.82,May 10 2021,"Monday, 2021-05-10",10-May-21,5/10/2021,-44.17,4232.6,-1.043566602,3 days,3,-34.94,34777.76,-0.100466505
5/11/2021,4152.1,34269.16,May 11 2021,"Tuesday, 2021-05-11",11-May-21,5/11/2021,-36.33,4188.43,-0.867389451,1 days,1,-473.66,34742.82,-1.36333205
