date_string,usd_to_rmb,usd_to_jpy
"2004, Monday, Jan 12",8.277,106.48
"2004, Tuesday, Jan 13",8.2768,106.25
"2004, Wednesday, Jan 14",8.2768,106.06
"2004, Thursday, Jan 15",8.2767,106.1
"2004, Friday, Jan 16",8.2767,106.87
"2004, Monday, Jan 19",,
"2004, Tuesday, Jan 20",8.277,107.17
"2004, Wednesday, Jan 21",8.2771,106.84
"2004, Thursday, Jan 22",8.2771,106.08
"2004, Friday, Jan 23",8.2771,106.21
"2004, Monday, Jan 26",8.2771,106.15
"2004, Tuesday, Jan 27",8.2771,105.56
"2004, Wednesday, Jan 28",8.2771,105.52
"2004, Thursday, Jan 29",8.277,106.09
"2004, Friday, Jan 30",8.2768,105.84
"2004, Monday, Feb 02",8.277,105.59
"2004, Tuesday, Feb 03",8.2772,105.36
"2004, Wednesday, Feb 04",8.2772,105.53
"2004, Thursday, Feb 05",8.2773,105.52
"2004, Friday, Feb 06",8.2773,105.57
"2004, Monday, Feb 09",8.2773,105.68
"2004, Tuesday, Feb 10",8.2772,105.55
"2004, Wednesday, Feb 11",8.2771,105.37
"2004, Thursday, Feb 12",8.2772,105.42
"2004, Friday, Feb 13",8.277,105.6
"2004, Monday, Feb 16",,
"2004, Tuesday, Feb 17",8.277,105.8
"2004, Wednesday, Feb 18",8.277,106.37
"2004, Thursday, Feb 19",8.2771,107.09
"2004, Friday, Feb 20",8.2772,108.83
"2004, Monday, Feb 23",8.2772,108.22
"2004, Tuesday, Feb 24",8.2771,108.11
"2004, Wednesday, Feb 25",8.277,108.99
"2004, Thursday, Feb 26",8.2771,109.59
"2004, Friday, Feb 27",8.2769,109.26
"2004, Monday, Mar 01",8.2768,108.93
"2004, Tuesday, Mar 02",8.2768,110.27
"2004, Wednesday, Mar 03",8.2768,110.25
"2004, Thursday, Mar 04",8.277,110.74
"2004, Friday, Mar 05",8.2773,111.42
"2004, Monday, Mar 08",8.2767,112.12
"2004, Tuesday, Mar 09",8.2767,111.2
"2004, Wednesday, Mar 10",8.2767,111.04
"2004, Thursday, Mar 11",8.2772,110.89
"2004, Friday, Mar 12",8.2771,110.82
"2004, Monday, Mar 15",8.2773,110.48
"2004, Tuesday, Mar 16",8.2773,108.95
"2004, Wednesday, Mar 17",8.2774,108.18
"2004, Thursday, Mar 18",8.2768,106.6
"2004, Friday, Mar 19",8.2772,106.97
"2004, Monday, Mar 22",8.2773,106.84
"2004, Tuesday, Mar 23",8.2774,106.63
"2004, Wednesday, Mar 24",8.2772,106.23
"2004, Thursday, Mar 25",8.2771,106.06
"2004, Friday, Mar 26",8.277,105.93
"2004, Monday, Mar 29",8.2771,105.52
"2004, Tuesday, Mar 30",8.2771,105.61
"2004, Wednesday, Mar 31",8.277,104.18
"2004, Thursday, Apr 01",8.2769,103.7
"2004, Friday, Apr 02",8.2769,104.55
"2004, Monday, Apr 05",8.2769,105.36
"2004, Tuesday, Apr 06",8.2769,105.9
"2004, Wednesday, Apr 07",8.2769,105.2
"2004, Thursday, Apr 08",8.2769,106.1
"2004, Friday, Apr 09",8.2769,106.45
"2004, Monday, Apr 12",8.277,105.5
"2004, Tuesday, Apr 13",8.2769,106.96
"2004, Wednesday, Apr 14",8.2772,108.53
"2004, Thursday, Apr 15",8.2771,108.58
"2004, Friday, Apr 16",8.2769,107.69
"2004, Monday, Apr 19",8.2768,108.5
"2004, Tuesday, Apr 20",8.2768,108.43
"2004, Wednesday, Apr 21",8.2769,109.55
"2004, Thursday, Apr 22",8.277,109.85
"2004, Friday, Apr 23",8.2769,109.38
"2004, Monday, Apr 26",8.2768,108.55
"2004, Tuesday, Apr 27",8.2768,109.48
"2004, Wednesday, Apr 28",8.2768,109.85
"2004, Thursday, Apr 29",8.2769,109.96
"2004, Friday, Apr 30",8.2771,110.37
"2004, Monday, May 03",8.2771,110.34
"2004, Tuesday, May 04",8.2771,110.02
"2004, Wednesday, May 05",8.2771,108.5
"2004, Thursday, May 06",8.2771,109.58
"2004, Friday, May 07",8.2771,112.3
"2004, Monday, May 10",8.2769,114.03
"2004, Tuesday, May 11",8.2773,113.67
"2004, Wednesday, May 12",8.2773,113.21
"2004, Thursday, May 13",8.2772,114.25
"2004, Friday, May 14",8.2772,114.3
"2004, Monday, May 17",8.2772,114.1
"2004, Tuesday, May 18",8.2771,114.06
"2004, Wednesday, May 19",8.2769,112.77
"2004, Thursday, May 20",8.2771,113.18
"2004, Friday, May 21",8.2771,112.09
"2004, Monday, May 24",8.2771,112.66
"2004, Tuesday, May 25",8.2769,112.21
"2004, Wednesday, May 26",8.2769,111.7
"2004, Thursday, May 27",8.2768,110.77
"2004, Friday, May 28",8.2769,110.18
"2004, Monday, May 31",,
"2004, Tuesday, Jun 01",8.2767,110.45
"2004, Wednesday, Jun 02",8.2767,110.28
"2004, Thursday, Jun 03",8.2768,111.14
"2004, Friday, Jun 04",8.2767,111.27
"2004, Monday, Jun 07",8.2767,109.61
"2004, Tuesday, Jun 08",8.2767,109.77
"2004, Wednesday, Jun 09",8.2767,109.74
"2004, Thursday, Jun 10",8.2768,109.33
"2004, Friday, Jun 11",8.2767,110.09
"2004, Monday, Jun 14",8.2766,111.15
"2004, Tuesday, Jun 15",8.2766,109.59
"2004, Wednesday, Jun 16",8.2766,110.15
"2004, Thursday, Jun 17",8.2766,109.63
"2004, Friday, Jun 18",8.2766,108.65
"2004, Monday, Jun 21",8.2766,108.57
"2004, Tuesday, Jun 22",8.2766,109.0
"2004, Wednesday, Jun 23",8.2767,108.64
"2004, Thursday, Jun 24",8.2766,107.1
"2004, Friday, Jun 25",8.2767,107.82
"2004, Monday, Jun 28",8.2766,107.95
"2004, Tuesday, Jun 29",8.2766,108.18
"2004, Wednesday, Jun 30",8.2766,109.43
"2004, Thursday, Jul 01",8.2767,108.24
"2004, Friday, Jul 02",8.2766,108.6
"2004, Monday, Jul 05",,
"2004, Tuesday, Jul 06",8.2768,109.24
"2004, Wednesday, Jul 07",8.2768,108.38
"2004, Thursday, Jul 08",8.2769,108.76
"2004, Friday, Jul 09",8.2769,108.21
"2004, Monday, Jul 12",8.2768,108.24
"2004, Tuesday, Jul 13",8.2768,109.37
"2004, Wednesday, Jul 14",8.2767,109.13
"2004, Thursday, Jul 15",8.2767,109.52
"2004, Friday, Jul 16",8.2766,108.77
"2004, Monday, Jul 19",8.2766,108.28
"2004, Tuesday, Jul 20",8.2767,108.38
"2004, Wednesday, Jul 21",8.2766,110.1
"2004, Thursday, Jul 22",8.2766,109.68
"2004, Friday, Jul 23",8.2766,110.11
"2004, Monday, Jul 26",8.2767,110.08
"2004, Tuesday, Jul 27",8.2767,111.09
"2004, Wednesday, Jul 28",8.2768,111.78
"2004, Thursday, Jul 29",8.2769,111.88
"2004, Friday, Jul 30",8.2769,111.39
"2004, Monday, Aug 02",8.277,111.08
"2004, Tuesday, Aug 03",8.277,110.6
"2004, Wednesday, Aug 04",8.277,111.29
"2004, Thursday, Aug 05",8.2769,111.53
"2004, Friday, Aug 06",8.2769,110.05
"2004, Monday, Aug 09",8.2769,110.57
"2004, Tuesday, Aug 10",8.277,110.79
"2004, Wednesday, Aug 11",8.2769,110.78
"2004, Thursday, Aug 12",8.2769,111.14
"2004, Friday, Aug 13",8.2768,110.67
"2004, Monday, Aug 16",8.2768,110.64
"2004, Tuesday, Aug 17",8.2767,110.07
"2004, Wednesday, Aug 18",8.2767,109.71
"2004, Thursday, Aug 19",8.2768,109.34
"2004, Friday, Aug 20",8.2767,109.32
"2004, Monday, Aug 23",8.2767,109.47
"2004, Tuesday, Aug 24",8.2767,109.63
"2004, Wednesday, Aug 25",8.2766,110.38
"2004, Thursday, Aug 26",8.2766,109.73
"2004, Friday, Aug 27",8.2767,109.51
"2004, Monday, Aug 30",8.2767,109.84
"2004, Tuesday, Aug 31",8.2766,109.0
"2004, Wednesday, Sep 01",8.2766,109.62
"2004, Thursday, Sep 02",8.2767,109.52
"2004, Friday, Sep 03",8.2767,110.47
"2004, Monday, Sep 06",,
"2004, Tuesday, Sep 07",8.2767,109.32
"2004, Wednesday, Sep 08",8.2767,109.22
"2004, Thursday, Sep 09",8.2768,109.69
"2004, Friday, Sep 10",8.2766,109.33
"2004, Monday, Sep 13",8.2766,110.13
"2004, Tuesday, Sep 14",8.2767,109.4
"2004, Wednesday, Sep 15",8.2768,110.34
"2004, Thursday, Sep 16",8.2766,109.75
"2004, Friday, Sep 17",8.2767,109.97
"2004, Monday, Sep 20",8.2767,109.87
"2004, Tuesday, Sep 21",8.2766,109.94
"2004, Wednesday, Sep 22",8.2766,110.53
"2004, Thursday, Sep 23",8.2766,110.39
"2004, Friday, Sep 24",8.2766,110.72
"2004, Monday, Sep 27",8.2766,111.13
"2004, Tuesday, Sep 28",8.2766,111.48
"2004, Wednesday, Sep 29",8.2766,110.9
"2004, Thursday, Sep 30",8.2766,110.2
"2004, Friday, Oct 01",8.2766,110.45
"2004, Monday, Oct 04",8.2766,111.13
"2004, Tuesday, Oct 05",8.2766,111.21
"2004, Wednesday, Oct 06",8.2766,111.34
"2004, Thursday, Oct 07",8.2766,111.15
"2004, Friday, Oct 08",8.2768,109.44
"2004, Monday, Oct 11",,
"2004, Tuesday, Oct 12",8.2765,109.79
"2004, Wednesday, Oct 13",8.2765,109.78
"2004, Thursday, Oct 14",8.2765,109.6
"2004, Friday, Oct 15",8.2765,109.14
"2004, Monday, Oct 18",8.2765,109.23
"2004, Tuesday, Oct 19",8.2765,108.36
"2004, Wednesday, Oct 20",8.2765,108.16
"2004, Thursday, Oct 21",8.2765,107.43
"2004, Friday, Oct 22",8.2765,107.42
"2004, Monday, Oct 25",8.2765,106.61
"2004, Tuesday, Oct 26",8.2765,106.63
"2004, Wednesday, Oct 27",8.2765,106.67
"2004, Thursday, Oct 28",8.2765,106.09
"2004, Friday, Oct 29",8.2766,106.04
"2004, Monday, Nov 01",8.2765,106.41
"2004, Tuesday, Nov 02",8.2764,106.29
"2004, Wednesday, Nov 03",8.2765,106.2
"2004, Thursday, Nov 04",8.2765,106.02
"2004, Friday, Nov 05",8.2764,105.6
"2004, Monday, Nov 08",8.2765,105.57
"2004, Tuesday, Nov 09",8.2764,105.57
"2004, Wednesday, Nov 10",8.2765,106.91
"2004, Thursday, Nov 11",,
"2004, Friday, Nov 12",8.2765,105.53
"2004, Monday, Nov 15",8.2765,105.53
"2004, Tuesday, Nov 16",8.2765,105.35
"2004, Wednesday, Nov 17",8.2765,104.18
"2004, Thursday, Nov 18",8.2765,104.23
"2004, Friday, Nov 19",8.2765,102.8
"2004, Monday, Nov 22",8.2765,103.2
"2004, Tuesday, Nov 23",8.2765,103.42
"2004, Wednesday, Nov 24",8.2765,102.94
"2004, Thursday, Nov 25",,
"2004, Friday, Nov 26",8.2765,102.58
"2004, Monday, Nov 29",8.2765,102.61
"2004, Tuesday, Nov 30",8.2765,103.04
"2004, Wednesday, Dec 01",8.2765,102.78
"2004, Thursday, Dec 02",8.2765,103.11
"2004, Friday, Dec 03",8.2765,102.56
"2004, Monday, Dec 06",8.2765,102.68
"2004, Tuesday, Dec 07",8.2765,102.74
"2004, Wednesday, Dec 08",8.2765,104.74
"2004, Thursday, Dec 09",8.2765,104.93
"2004, Friday, Dec 10",8.2765,105.45
"2004, Monday, Dec 13",8.2767,104.67
"2004, Tuesday, Dec 14",8.2765,105.59
"2004, Wednesday, Dec 15",8.2765,104.02
"2004, Thursday, Dec 16",8.2765,104.36
"2004, Friday, Dec 17",8.2765,104.28
"2004, Monday, Dec 20",8.2765,104.01
"2004, Tuesday, Dec 21",8.2765,104.33
"2004, Wednesday, Dec 22",8.2765,103.95
"2004, Thursday, Dec 23",8.2765,103.71
"2004, Friday, Dec 24",8.2765,103.65
"2004, Monday, Dec 27",8.2765,102.97
"2004, Tuesday, Dec 28",8.2765,103.13
"2004, Wednesday, Dec 29",8.2765,104.19
"2004, Thursday, Dec 30",8.2765,103.11
"2004, Friday, Dec 31",8.2765,102.68
"2005, Monday, Jan 03",8.2765,102.83
"2005, Tuesday, Jan 04",8.2765,104.27
"2005, Wednesday, Jan 05",8.2765,103.95
"2005, Thursday, Jan 06",8.2765,104.87
"2005, Friday, Jan 07",8.2765,104.93
"2005, Monday, Jan 10",8.2765,104.32
"2005, Tuesday, Jan 11",8.2765,103.42
"2005, Wednesday, Jan 12",8.2765,102.26
"2005, Thursday, Jan 13",8.2765,102.55
"2005, Friday, Jan 14",8.2765,102.5
"2005, Monday, Jan 17",,
"2005, Tuesday, Jan 18",8.2765,102.36
"2005, Wednesday, Jan 19",8.2765,102.52
"2005, Thursday, Jan 20",8.2765,103.31
"2005, Friday, Jan 21",8.2765,102.85
"2005, Monday, Jan 24",8.2765,102.67
"2005, Tuesday, Jan 25",8.2765,104.16
"2005, Wednesday, Jan 26",8.2765,102.9
"2005, Thursday, Jan 27",8.2765,103.15
"2005, Friday, Jan 28",8.2765,103.45
"2005, Monday, Jan 31",8.2765,103.55
"2005, Tuesday, Feb 01",8.2765,103.93
"2005, Wednesday, Feb 02",8.2765,104.05
"2005, Thursday, Feb 03",8.2765,104.55
"2005, Friday, Feb 04",8.2765,103.7
"2005, Monday, Feb 07",8.2765,104.68
"2005, Tuesday, Feb 08",8.2765,105.65
"2005, Wednesday, Feb 09",8.2765,105.84
"2005, Thursday, Feb 10",8.2765,105.69
"2005, Friday, Feb 11",8.2765,105.75
"2005, Monday, Feb 14",8.2765,104.94
"2005, Tuesday, Feb 15",8.2765,104.47
"2005, Wednesday, Feb 16",8.2765,105.62
"2005, Thursday, Feb 17",8.2765,105.4
"2005, Friday, Feb 18",8.2765,105.69
"2005, Monday, Feb 21",,
"2005, Tuesday, Feb 22",8.2765,104.15
"2005, Wednesday, Feb 23",8.2765,104.96
"2005, Thursday, Feb 24",8.2765,105.41
"2005, Friday, Feb 25",8.2765,105.21
"2005, Monday, Feb 28",8.2765,104.25
"2005, Tuesday, Mar 01",8.2765,104.37
"2005, Wednesday, Mar 02",8.2765,104.71
"2005, Thursday, Mar 03",8.2765,105.02
"2005, Friday, Mar 04",8.2765,104.46
"2005, Monday, Mar 07",8.2765,105.22
"2005, Tuesday, Mar 08",8.2765,104.51
"2005, Wednesday, Mar 09",8.2765,103.87
"2005, Thursday, Mar 10",8.2765,104.15
"2005, Friday, Mar 11",8.2765,103.93
"2005, Monday, Mar 14",8.2765,105.01
"2005, Tuesday, Mar 15",8.2765,104.54
"2005, Wednesday, Mar 16",8.2765,104.1
"2005, Thursday, Mar 17",8.2765,104.57
"2005, Friday, Mar 18",8.2765,104.7
"2005, Monday, Mar 21",8.2765,105.1
"2005, Tuesday, Mar 22",8.2765,104.99
"2005, Wednesday, Mar 23",8.2765,105.76
"2005, Thursday, Mar 24",8.2765,106.26
"2005, Friday, Mar 25",8.2765,106.32
"2005, Monday, Mar 28",8.2765,107.22
"2005, Tuesday, Mar 29",8.2765,107.49
"2005, Wednesday, Mar 30",8.2765,107.33
"2005, Thursday, Mar 31",8.2765,107.22
"2005, Friday, Apr 01",8.2765,107.57
"2005, Monday, Apr 04",8.2765,108.28
"2005, Tuesday, Apr 05",8.2765,108.43
"2005, Wednesday, Apr 06",8.2765,108.67
"2005, Thursday, Apr 07",8.2765,108.44
"2005, Friday, Apr 08",8.2765,108.26
"2005, Monday, Apr 11",8.2765,107.79
"2005, Tuesday, Apr 12",8.2765,108.26
"2005, Wednesday, Apr 13",8.2765,107.32
"2005, Thursday, Apr 14",8.2765,108.18
"2005, Friday, Apr 15",8.2765,107.65
"2005, Monday, Apr 18",8.2765,107.39
"2005, Tuesday, Apr 19",8.2765,107.02
"2005, Wednesday, Apr 20",8.2765,106.82
"2005, Thursday, Apr 21",8.2765,106.85
"2005, Friday, Apr 22",8.2765,105.85
"2005, Monday, Apr 25",8.2765,105.67
"2005, Tuesday, Apr 26",8.2765,106.03
"2005, Wednesday, Apr 27",8.2765,105.98
"2005, Thursday, Apr 28",8.2765,105.97
"2005, Friday, Apr 29",8.2765,104.64
"2005, Monday, May 02",8.2765,105.07
"2005, Tuesday, May 03",8.2765,105.16
"2005, Wednesday, May 04",8.2765,104.77
"2005, Thursday, May 05",8.2765,104.41
"2005, Friday, May 06",8.2765,104.93
"2005, Monday, May 09",8.2765,105.54
"2005, Tuesday, May 10",8.2765,105.53
"2005, Wednesday, May 11",8.2765,105.74
"2005, Thursday, May 12",8.2765,106.68
"2005, Friday, May 13",8.2765,107.14
"2005, Monday, May 16",8.2765,107.02
"2005, Tuesday, May 17",8.2765,107.15
"2005, Wednesday, May 18",8.2765,107.05
"2005, Thursday, May 19",8.2765,107.43
"2005, Friday, May 20",8.2765,108.17
"2005, Monday, May 23",8.2765,107.72
"2005, Tuesday, May 24",8.2765,107.46
"2005, Wednesday, May 25",8.2765,107.73
"2005, Thursday, May 26",8.2765,107.95
"2005, Friday, May 27",8.2765,107.88
"2005, Monday, May 30",,
"2005, Tuesday, May 31",8.2765,107.97
"2005, Wednesday, Jun 01",8.2765,108.42
"2005, Thursday, Jun 02",8.2765,108.31
"2005, Friday, Jun 03",8.2765,107.84
"2005, Monday, Jun 06",8.2765,106.86
"2005, Tuesday, Jun 07",8.2765,106.64
"2005, Wednesday, Jun 08",8.2765,106.89
"2005, Thursday, Jun 09",8.2765,107.52
"2005, Friday, Jun 10",8.2765,108.45
"2005, Monday, Jun 13",8.2765,109.58
"2005, Tuesday, Jun 14",8.2765,109.38
"2005, Wednesday, Jun 15",8.2765,109.34
"2005, Thursday, Jun 16",8.2765,109.08
"2005, Friday, Jun 17",8.2765,108.83
"2005, Monday, Jun 20",8.2765,109.42
"2005, Tuesday, Jun 21",8.2765,108.52
"2005, Wednesday, Jun 22",8.2765,108.89
"2005, Thursday, Jun 23",8.2765,108.79
"2005, Friday, Jun 24",8.2765,109.22
"2005, Monday, Jun 27",8.2765,109.39
"2005, Tuesday, Jun 28",8.2765,109.89
"2005, Wednesday, Jun 29",8.2765,110.27
"2005, Thursday, Jun 30",8.2765,110.91
"2005, Friday, Jul 01",8.2765,111.68
"2005, Monday, Jul 04",,
"2005, Tuesday, Jul 05",8.2765,111.61
"2005, Wednesday, Jul 06",8.2765,112.07
"2005, Thursday, Jul 07",8.2765,112.08
"2005, Friday, Jul 08",8.2765,112.17
"2005, Monday, Jul 11",8.2765,111.76
"2005, Tuesday, Jul 12",8.2765,110.94
"2005, Wednesday, Jul 13",8.2765,112.08
"2005, Thursday, Jul 14",8.2765,112.14
"2005, Friday, Jul 15",8.2765,112.32
"2005, Monday, Jul 18",8.2765,111.62
"2005, Tuesday, Jul 19",8.2765,112.95
"2005, Wednesday, Jul 20",8.2765,113.42
"2005, Thursday, Jul 21",8.2765,110.47
"2005, Friday, Jul 22",8.1111,110.98
"2005, Monday, Jul 25",8.1097,111.59
"2005, Tuesday, Jul 26",8.1099,112.3
"2005, Wednesday, Jul 27",8.1128,112.3
"2005, Thursday, Jul 28",8.108,112.34
"2005, Friday, Jul 29",8.1056,112.25
"2005, Monday, Aug 01",8.1046,112.12
"2005, Tuesday, Aug 02",8.1032,111.28
"2005, Wednesday, Aug 03",8.1051,111.05
"2005, Thursday, Aug 04",8.1027,111.17
"2005, Friday, Aug 05",8.1037,112.09
"2005, Monday, Aug 08",8.109,111.87
"2005, Tuesday, Aug 09",8.107,112.07
"2005, Wednesday, Aug 10",8.1062,110.67
"2005, Thursday, Aug 11",8.1002,109.92
"2005, Friday, Aug 12",8.098,109.55
"2005, Monday, Aug 15",8.0971,109.4
"2005, Tuesday, Aug 16",8.1002,109.37
"2005, Wednesday, Aug 17",8.0997,109.63
"2005, Thursday, Aug 18",8.1007,110.54
"2005, Friday, Aug 19",8.1047,110.68
"2005, Monday, Aug 22",8.1056,109.75
"2005, Tuesday, Aug 23",8.1012,109.83
"2005, Wednesday, Aug 24",8.1005,110.35
"2005, Thursday, Aug 25",8.1002,109.9
"2005, Friday, Aug 26",8.0965,109.85
"2005, Monday, Aug 29",8.0954,110.53
"2005, Tuesday, Aug 30",8.0973,111.49
"2005, Wednesday, Aug 31",8.0998,110.84
"2005, Thursday, Sep 01",8.0949,110.16
"2005, Friday, Sep 02",8.0935,109.66
"2005, Monday, Sep 05",8.092,
"2005, Tuesday, Sep 06",8.0913,109.67
"2005, Wednesday, Sep 07",8.0925,110.06
"2005, Thursday, Sep 08",8.0945,110.49
"2005, Friday, Sep 09",8.0956,109.69
"2005, Monday, Sep 12",8.0924,109.91
"2005, Tuesday, Sep 13",8.094,110.85
"2005, Wednesday, Sep 14",8.0912,110.27
"2005, Thursday, Sep 15",8.089,110.48
"2005, Friday, Sep 16",8.0871,111.38
"2005, Monday, Sep 19",8.0908,111.3
"2005, Tuesday, Sep 20",8.089,111.54
"2005, Wednesday, Sep 21",8.0911,111.33
"2005, Thursday, Sep 22",8.0881,111.63
"2005, Friday, Sep 23",8.091,112.17
"2005, Monday, Sep 26",8.0929,112.41
"2005, Tuesday, Sep 27",8.092,113.32
"2005, Wednesday, Sep 28",8.0939,113.27
"2005, Thursday, Sep 29",8.093,113.14
"2005, Friday, Sep 30",8.092,113.29
"2005, Monday, Oct 03",8.092,114.17
"2005, Tuesday, Oct 04",8.092,114.33
"2005, Wednesday, Oct 05",8.092,113.72
"2005, Thursday, Oct 06",8.092,113.54
"2005, Friday, Oct 07",8.092,113.82
"2005, Monday, Oct 10",,
"2005, Tuesday, Oct 11",8.0879,114.21
"2005, Wednesday, Oct 12",8.0895,114.36
"2005, Thursday, Oct 13",8.0885,114.97
"2005, Friday, Oct 14",8.0896,114.03
"2005, Monday, Oct 17",8.0877,114.86
"2005, Tuesday, Oct 18",8.091,115.71
"2005, Wednesday, Oct 19",8.0924,115.47
"2005, Thursday, Oct 20",8.0905,115.48
"2005, Friday, Oct 21",8.0905,115.93
"2005, Monday, Oct 24",8.0916,115.18
"2005, Tuesday, Oct 25",8.0901,114.78
"2005, Wednesday, Oct 26",8.0867,115.81
"2005, Thursday, Oct 27",8.0862,115.14
"2005, Friday, Oct 28",8.084,115.52
"2005, Monday, Oct 31",8.0845,116.36
"2005, Tuesday, Nov 01",8.086,116.63
"2005, Wednesday, Nov 02",8.0851,116.76
"2005, Thursday, Nov 03",8.0841,117.21
"2005, Friday, Nov 04",8.0856,118.2
"2005, Monday, Nov 07",8.0877,117.57
"2005, Tuesday, Nov 08",8.0867,117.1
"2005, Wednesday, Nov 09",8.0857,117.51
"2005, Thursday, Nov 10",8.0847,118.05
"2005, Friday, Nov 11",,
"2005, Monday, Nov 14",8.0856,118.88
"2005, Tuesday, Nov 15",8.0845,118.93
"2005, Wednesday, Nov 16",8.0835,119.17
"2005, Thursday, Nov 17",8.0845,118.81
"2005, Friday, Nov 18",8.0832,119.21
"2005, Monday, Nov 21",8.0833,119.03
"2005, Tuesday, Nov 22",8.0839,119.22
"2005, Wednesday, Nov 23",8.0816,118.76
"2005, Thursday, Nov 24",,
"2005, Friday, Nov 25",8.0815,119.65
"2005, Monday, Nov 28",8.0825,119.25
"2005, Tuesday, Nov 29",8.0796,119.48
"2005, Wednesday, Nov 30",8.0804,119.66
"2005, Thursday, Dec 01",8.0798,120.62
"2005, Friday, Dec 02",8.0806,120.77
"2005, Monday, Dec 05",8.0808,120.83
"2005, Tuesday, Dec 06",8.078,120.82
"2005, Wednesday, Dec 07",8.0771,120.93
"2005, Thursday, Dec 08",8.078,120.27
"2005, Friday, Dec 09",8.0765,120.54
"2005, Monday, Dec 12",8.077,119.9
"2005, Tuesday, Dec 13",8.0751,120.11
"2005, Wednesday, Dec 14",8.0726,116.81
"2005, Thursday, Dec 15",8.074,116.55
"2005, Friday, Dec 16",8.0735,115.78
"2005, Monday, Dec 19",8.073,116.01
"2005, Tuesday, Dec 20",8.074,117.01
"2005, Wednesday, Dec 21",8.0765,117.4
"2005, Thursday, Dec 22",8.0775,116.55
"2005, Friday, Dec 23",8.0762,116.38
"2005, Monday, Dec 26",,
"2005, Tuesday, Dec 27",8.0724,117.07
"2005, Wednesday, Dec 28",8.0725,117.62
"2005, Thursday, Dec 29",8.0709,117.86
"2005, Friday, Dec 30",8.0702,117.88
"2006, Monday, Jan 02",,
"2006, Tuesday, Jan 03",8.0702,116.34
"2006, Wednesday, Jan 04",8.0702,116.31
"2006, Thursday, Jan 05",8.0678,115.96
"2006, Friday, Jan 06",8.0663,114.45
"2006, Monday, Jan 09",8.0665,114.66
"2006, Tuesday, Jan 10",8.061,114.64
"2006, Wednesday, Jan 11",8.0682,113.96
"2006, Thursday, Jan 12",8.0685,114.31
"2006, Friday, Jan 13",8.0698,114.43
"2006, Monday, Jan 16",,
"2006, Tuesday, Jan 17",8.0676,115.83
"2006, Wednesday, Jan 18",8.0685,115.35
"2006, Thursday, Jan 19",8.0687,115.07
"2006, Friday, Jan 20",8.0596,115.42
"2006, Monday, Jan 23",8.0645,114.67
"2006, Tuesday, Jan 24",8.0625,114.54
"2006, Wednesday, Jan 25",8.063,115.73
"2006, Thursday, Jan 26",8.062,116.27
"2006, Friday, Jan 27",8.0608,117.16
"2006, Monday, Jan 30",8.0608,117.55
"2006, Tuesday, Jan 31",8.0608,116.88
"2006, Wednesday, Feb 01",8.0616,117.85
"2006, Thursday, Feb 02",8.0616,118.26
"2006, Friday, Feb 03",8.0616,118.95
"2006, Monday, Feb 06",8.056,118.94
"2006, Tuesday, Feb 07",8.0566,118.01
"2006, Wednesday, Feb 08",8.0545,118.69
"2006, Thursday, Feb 09",8.0558,118.66
"2006, Friday, Feb 10",8.0516,117.64
"2006, Monday, Feb 13",8.0472,117.63
"2006, Tuesday, Feb 14",8.0477,117.43
"2006, Wednesday, Feb 15",8.0481,117.93
"2006, Thursday, Feb 16",8.0494,117.91
"2006, Friday, Feb 17",8.0493,118.43
"2006, Monday, Feb 20",,
"2006, Tuesday, Feb 21",8.0485,118.85
"2006, Wednesday, Feb 22",8.0497,118.51
"2006, Thursday, Feb 23",8.0477,117.0
"2006, Friday, Feb 24",8.0432,116.87
"2006, Monday, Feb 27",8.042,115.97
"2006, Tuesday, Feb 28",8.0415,115.82
"2006, Wednesday, Mar 01",8.039,116.18
"2006, Thursday, Mar 02",8.0394,116.07
"2006, Friday, Mar 03",8.038,116.46
"2006, Monday, Mar 06",8.0382,117.46
"2006, Tuesday, Mar 07",8.0425,117.76
"2006, Wednesday, Mar 08",8.0476,117.9
"2006, Thursday, Mar 09",8.048,117.96
"2006, Friday, Mar 10",8.0492,119.07
"2006, Monday, Mar 13",8.0505,119.01
"2006, Tuesday, Mar 14",8.0473,117.36
"2006, Wednesday, Mar 15",8.0374,117.3
"2006, Thursday, Mar 16",8.0385,117.13
"2006, Friday, Mar 17",8.0286,115.89
"2006, Monday, Mar 20",8.025,116.25
"2006, Tuesday, Mar 21",8.0272,117.23
"2006, Wednesday, Mar 22",8.0306,116.72
"2006, Thursday, Mar 23",8.0274,117.6
"2006, Friday, Mar 24",8.0338,117.5
"2006, Monday, Mar 27",8.0245,116.62
"2006, Tuesday, Mar 28",8.0212,117.23
"2006, Wednesday, Mar 29",8.028,117.8
"2006, Thursday, Mar 30",8.027,117.41
"2006, Friday, Mar 31",8.0167,117.48
"2006, Monday, Apr 03",8.021,117.82
"2006, Tuesday, Apr 04",8.0194,117.44
"2006, Wednesday, Apr 05",8.0116,117.59
"2006, Thursday, Apr 06",8.0098,117.72
"2006, Friday, Apr 07",8.013,118.31
"2006, Monday, Apr 10",8.004,118.66
"2006, Tuesday, Apr 11",8.0045,118.61
"2006, Wednesday, Apr 12",8.0115,118.47
"2006, Thursday, Apr 13",8.0248,118.42
"2006, Friday, Apr 14",8.0175,118.65
"2006, Monday, Apr 17",8.0158,117.68
"2006, Tuesday, Apr 18",8.014,117.75
"2006, Wednesday, Apr 19",8.0128,117.58
"2006, Thursday, Apr 20",8.011,117.49
